Description,Selection,Bet Id,Bet type,Matched amount,Loss rec. amount,Avg. price matched,Status,P/L,Strategy,Short description,Tipster,Placed date,Matched date,Settled date,Settle as win
23:00 Opatija v Hrvace\Half Time\Opatija,Opatija,639084019230462786,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,Score at time of bet: 0 - 0,,2026-03-06 22:53:04,2026-03-06 22:53:04,2026-03-06 23:49:17,
23:00 Opatija v Hrvace\Half Time\Hrvace,Hrvace,639084019230462794,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,Score at time of bet: 0 - 0,,2026-03-06 22:53:04,2026-03-06 22:53:04,2026-03-06 23:49:17,
23:00 MO Constantine v AS Khroub\Over/Under 1.5 Goals\Under 1.5 Goals,Under 1.5 Goals,639084019230462790,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,Score at time of bet: 0 - 0,,2026-03-06 22:53:04,2026-03-06 22:53:04,0001-01-01 00:00:00,
23:00 Opatija v Hrvace\Over/Under 1.5 Goals\Under 1.5 Goals,Under 1.5 Goals,639084019230462788,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,Score at time of bet: 0 - 0,,2026-03-06 22:53:04,2026-03-06 22:53:04,0001-01-01 00:00:00,
23:00 Opatija v Hrvace\Match Odds\Opatija,Opatija,639084019230462783,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,Score at time of bet: 0 - 0,,2026-03-06 22:53:04,2026-03-06 22:53:04,0001-01-01 00:00:00,
23:00 Opatija v Hrvace\Half Time\The Draw,The Draw,639084019230462787,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,Score at time of bet: 0 - 0,,2026-03-06 22:53:04,2026-03-06 22:53:04,2026-03-06 23:49:17,
23:00 MO Constantine v AS Khroub\Over/Under 3.5 Goals\Over 3.5 Goals,Over 3.5 Goals,639084019230462792,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,Score at time of bet: 0 - 0,,2026-03-06 22:53:04,2026-03-06 22:53:04,0001-01-01 00:00:00,
23:00 Opatija v Hrvace\Over/Under 1.5 Goals\Over 1.5 Goals,Over 1.5 Goals,639084019230462789,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,Score at time of bet: 0 - 0,,2026-03-06 22:53:04,2026-03-06 22:53:04,0001-01-01 00:00:00,
23:00 Opatija v Hrvace\Match Odds\The Draw,The Draw,639084019230462785,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,Score at time of bet: 0 - 0,,2026-03-06 22:53:04,2026-03-06 22:53:04,0001-01-01 00:00:00,
23:00 Sheff Wed U21 v Peterborough United U21\Match Odds\The Draw,The Draw,639084019230462799,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,,,2026-03-06 22:53:05,2026-03-06 22:53:05,0001-01-01 00:00:00,
23:00 Opatija v Hrvace\Over/Under 3.5 Goals\Under 3.5 Goals,Under 3.5 Goals,639084019230462795,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,Score at time of bet: 0 - 0,,2026-03-06 22:53:05,2026-03-06 22:53:05,0001-01-01 00:00:00,
23:00 Sheff Wed U21 v Peterborough United U21\Match Odds\Peterborough United U21,Peterborough United U21,639084019230462798,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,,,2026-03-06 22:53:05,2026-03-06 22:53:05,0001-01-01 00:00:00,
23:00 Sheff Wed U21 v Peterborough United U21\Half Time\The Draw,The Draw,639084019230462805,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,,,2026-03-06 22:53:05,2026-03-06 22:53:05,2026-03-06 23:49:59,
23:00 Sheff Wed U21 v Peterborough United U21\Over/Under 1.5 Goals\Over 1.5 Goals,Over 1.5 Goals,639084019230462801,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,,,2026-03-06 22:53:05,2026-03-06 22:53:05,0001-01-01 00:00:00,
23:00 Sheff Wed U21 v Peterborough United U21\Half Time\Peterborough United U21,Peterborough United U21,639084019230462806,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,,,2026-03-06 22:53:05,2026-03-06 22:53:05,2026-03-06 23:49:59,
23:00 Opatija v Hrvace\Over/Under 3.5 Goals\Over 3.5 Goals,Over 3.5 Goals,639084019230462796,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,Score at time of bet: 0 - 0,,2026-03-06 22:53:05,2026-03-06 22:53:05,0001-01-01 00:00:00,
23:00 Sheff Wed U21 v Peterborough United U21\Over/Under 3.5 Goals\Over 3.5 Goals,Over 3.5 Goals,639084019230462803,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,,,2026-03-06 22:53:05,2026-03-06 22:53:05,0001-01-01 00:00:00,
23:00 Sheff Wed U21 v Peterborough United U21\Over/Under 1.5 Goals\Under 1.5 Goals,Under 1.5 Goals,639084019230462800,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,,,2026-03-06 22:53:05,2026-03-06 22:53:05,0001-01-01 00:00:00,
23:00 Sheff Wed U21 v Peterborough United U21\Half Time\Sheff Wed U21,Sheff Wed U21,639084019230462804,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,,,2026-03-06 22:53:05,2026-03-06 22:53:05,2026-03-06 23:49:59,
23:00 Sheff Wed U21 v Peterborough United U21\Over/Under 3.5 Goals\Under 3.5 Goals,Under 3.5 Goals,639084019230462802,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,,,2026-03-06 22:53:05,2026-03-06 22:53:05,0001-01-01 00:00:00,
23:00 Sheff Wed U21 v Peterborough United U21\Match Odds\Sheff Wed U21,Sheff Wed U21,639084019230462797,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,,,2026-03-06 22:53:05,2026-03-06 22:53:05,0001-01-01 00:00:00,
23:00 US Chaouia v NRB Teleghma\Half Time\US Chaouia,US Chaouia,639084019230462814,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,Score at time of bet: 0 - 0,,2026-03-06 22:53:06,2026-03-06 22:53:06,2026-03-06 23:50:13,
23:00 US Chaouia v NRB Teleghma\Match Odds\The Draw,The Draw,639084019230462810,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,Score at time of bet: 0 - 0,,2026-03-06 22:53:06,2026-03-06 22:53:06,0001-01-01 00:00:00,
23:00 US Chaouia v NRB Teleghma\Match Odds\US Chaouia,US Chaouia,639084019230462807,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,Score at time of bet: 0 - 0,,2026-03-06 22:53:06,2026-03-06 22:53:06,0001-01-01 00:00:00,
23:00 WA Mostaganem v ESM Kolea\Half Time\ESM Kolea,ESM Kolea,639084019230462817,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,Score at time of bet: 0 - 0,,2026-03-06 22:53:06,2026-03-06 22:53:06,2026-03-06 23:47:53,
23:00 US Chaouia v NRB Teleghma\Over/Under 1.5 Goals\Over 1.5 Goals,Over 1.5 Goals,639084019230462811,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,Score at time of bet: 0 - 0,,2026-03-06 22:53:06,2026-03-06 22:53:06,2026-03-06 23:16:42,
23:00 US Chaouia v NRB Teleghma\Half Time\The Draw,The Draw,639084019230462818,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,Score at time of bet: 0 - 0,,2026-03-06 22:53:06,2026-03-06 22:53:06,2026-03-06 23:50:13,
23:00 US Chaouia v NRB Teleghma\Half Time\NRB Teleghma,NRB Teleghma,639084019230462815,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,Score at time of bet: 0 - 0,,2026-03-06 22:53:06,2026-03-06 22:53:06,2026-03-06 23:50:13,
23:00 US Chaouia v NRB Teleghma\Over/Under 3.5 Goals\Under 3.5 Goals,Under 3.5 Goals,639084019230462812,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,Score at time of bet: 0 - 0,,2026-03-06 22:53:06,2026-03-06 22:53:06,2026-03-06 23:39:07,
23:00 WA Mostaganem v ESM Kolea\Half Time\WA Mostaganem,WA Mostaganem,639084019230462816,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,Score at time of bet: 0 - 0,,2026-03-06 22:53:06,2026-03-06 22:53:06,2026-03-06 23:47:53,
23:00 WA Mostaganem v ESM Kolea\Half Time\The Draw,The Draw,639084019230462819,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,Score at time of bet: 0 - 0,,2026-03-06 22:53:06,2026-03-06 22:53:06,2026-03-06 23:47:53,
23:00 US Chaouia v NRB Teleghma\Over/Under 3.5 Goals\Over 3.5 Goals,Over 3.5 Goals,639084019230462813,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,Score at time of bet: 0 - 0,,2026-03-06 22:53:06,2026-03-06 22:53:06,2026-03-06 23:39:07,
23:00 US Chaouia v NRB Teleghma\Over/Under 1.5 Goals\Under 1.5 Goals,Under 1.5 Goals,639084019230462809,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,Score at time of bet: 0 - 0,,2026-03-06 22:53:06,2026-03-06 22:53:06,2026-03-06 23:16:42,
23:00 US Chaouia v NRB Teleghma\Match Odds\NRB Teleghma,NRB Teleghma,639084019230462808,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,Score at time of bet: 0 - 0,,2026-03-06 22:53:06,2026-03-06 22:53:06,0001-01-01 00:00:00,
23:00 WA Mostaganem v ESM Kolea\Match Odds\ESM Kolea,ESM Kolea,639084019230462821,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,Score at time of bet: 0 - 0,,2026-03-06 22:53:07,2026-03-06 22:53:07,0001-01-01 00:00:00,
23:00 WA Mostaganem v ESM Kolea\Over/Under 3.5 Goals\Over 3.5 Goals,Over 3.5 Goals,639084019230462825,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,Score at time of bet: 0 - 0,,2026-03-06 22:53:07,2026-03-06 22:53:07,0001-01-01 00:00:00,
23:00 WA Mostaganem v ESM Kolea\Match Odds\WA Mostaganem,WA Mostaganem,639084019230462820,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,Score at time of bet: 0 - 0,,2026-03-06 22:53:07,2026-03-06 22:53:07,0001-01-01 00:00:00,
23:00 WA Mostaganem v ESM Kolea\Match Odds\The Draw,The Draw,639084019230462822,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,Score at time of bet: 0 - 0,,2026-03-06 22:53:07,2026-03-06 22:53:07,0001-01-01 00:00:00,
23:00 WA Mostaganem v ESM Kolea\Over/Under 1.5 Goals\Under 1.5 Goals,Under 1.5 Goals,639084019230462823,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,Score at time of bet: 0 - 0,,2026-03-06 22:53:07,2026-03-06 22:53:07,2026-03-06 23:25:28,
23:00 WA Mostaganem v ESM Kolea\Over/Under 3.5 Goals\Under 3.5 Goals,Under 3.5 Goals,639084019230462826,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,Score at time of bet: 0 - 0,,2026-03-06 22:53:07,2026-03-06 22:53:07,0001-01-01 00:00:00,
23:00 WA Mostaganem v ESM Kolea\Over/Under 1.5 Goals\Over 1.5 Goals,Over 1.5 Goals,639084019230462824,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,Score at time of bet: 0 - 0,,2026-03-06 22:53:07,2026-03-06 22:53:07,2026-03-06 23:25:28,
23:00 MO Constantine v AS Khroub\First Half Goals 0.5\Over 0.5 Goals,Over 0.5 Goals,639084019230462827,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,Score at time of bet: 0 - 0,,2026-03-06 22:57:28,2026-03-06 22:57:28,2026-03-06 23:40:58,
23:00 Opatija v Hrvace\First Half Goals 0.5\Over 0.5 Goals,Over 0.5 Goals,639084019230462828,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,Score at time of bet: 0 - 0,,2026-03-06 22:57:29,2026-03-06 22:57:29,2026-03-06 23:48:04,
23:00 Sheff Wed U21 v Peterborough United U21\First Half Goals 0.5\Over 0.5 Goals,Over 0.5 Goals,639084019230462829,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,Score at time of bet: 0 - 0,,2026-03-06 22:57:30,2026-03-06 22:57:30,2026-03-06 23:17:16,
23:00 US Chaouia v NRB Teleghma\First Half Goals 0.5\Over 0.5 Goals,Over 0.5 Goals,639084019230462830,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,Score at time of bet: 0 - 0,,2026-03-06 22:57:31,2026-03-06 22:57:31,2026-03-06 23:10:06,
23:00 WA Mostaganem v ESM Kolea\First Half Goals 0.5\Over 0.5 Goals,Over 0.5 Goals,639084019230462831,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,Score at time of bet: 0 - 0,,2026-03-06 22:57:33,2026-03-06 22:57:33,2026-03-06 23:06:21,
23:00 IB Khemis El Khechna v JS Bordj Menaiel\First Half Goals 0.5\Over 0.5 Goals,Over 0.5 Goals,639084019230462832,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,Score at time of bet: 0 - 0,,2026-03-06 22:57:41,2026-03-06 22:57:41,2026-03-06 23:16:31,
23:00 Ilirija Extra-Lux v Jesenice\First Half Goals 0.5\Over 0.5 Goals,Over 0.5 Goals,639084019230462833,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,,,2026-03-06 22:57:42,2026-03-06 22:57:42,2026-03-06 23:39:48,
23:00 Jamshedpur FC v Inter Kashi\First Half Goals 0.5\Over 0.5 Goals,Over 0.5 Goals,639084019230462834,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,,,2026-03-06 22:57:43,2026-03-06 22:57:43,2026-03-06 23:50:53,
23:00 JSD Jijel v Mo Bejaia\First Half Goals 0.5\Over 0.5 Goals,Over 0.5 Goals,639084019230462835,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,Score at time of bet: 0 - 0,,2026-03-06 22:57:44,2026-03-06 22:57:44,2026-03-06 23:49:41,
23:00 Kelantan United v Terengganu\First Half Goals 0.5\Over 0.5 Goals,Over 0.5 Goals,639084019230462836,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,Score at time of bet: 0 - 0,,2026-03-06 22:57:46,2026-03-06 22:57:46,2026-03-06 23:50:22,
23:00 LKS Lodz II v Podbeskidzie B-B\First Half Goals 0.5\Over 0.5 Goals,Over 0.5 Goals,639084019230462837,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,Score at time of bet: 0 - 0,,2026-03-06 22:57:47,2026-03-06 22:57:47,2026-03-06 23:09:40,
23:00 Millwall U21 v Brentford U21\First Half Goals 0.5\Over 0.5 Goals,Over 0.5 Goals,639084019230462838,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,,,2026-03-06 22:57:48,2026-03-06 22:57:48,2026-03-06 23:10:42,
23:00 Opatija v Hrvace\First Half Goals 0.5\Over 0.5 Goals,Over 0.5 Goals,639084019230462839,BACK,Åí30.00,Åí0.00,1.52,SETTLED,Åí15.60, MV13.01 ÅgLTD9Åh Back 0.5HT 1.5-1.65,Score at time of bet: 0 - 0,,2026-03-06 22:57:50,2026-03-06 22:57:50,2026-03-07 00:16:02,
23:00 US Chaouia v NRB Teleghma\First Half Goals 0.5\Over 0.5 Goals,Over 0.5 Goals,639084019230462840,BACK,Åí30.00,Åí0.00,1.52,SETTLED,Åí15.60, MV13.01 ÅgLTD9Åh Back 0.5HT 1.5-1.65,Score at time of bet: 0 - 0,,2026-03-06 22:57:53,2026-03-06 22:57:53,2026-03-06 23:10:06,
23:00 WA Mostaganem v ESM Kolea\First Half Goals 0.5\Over 0.5 Goals,Over 0.5 Goals,639084019230462841,BACK,Åí30.00,Åí0.00,1.54,SETTLED,Åí16.20, MV13.01 ÅgLTD9Åh Back 0.5HT 1.5-1.65,Score at time of bet: 0 - 0,,2026-03-06 22:57:54,2026-03-06 22:57:54,2026-03-07 00:16:02,
23:00 IB Khemis El Khechna v JS Bordj Menaiel\First Half Goals 0.5\Over 0.5 Goals,Over 0.5 Goals,639084019230462842,BACK,Åí30.00,Åí0.00,1.59,SETTLED,Åí17.70, MV13.01 ÅgLTD9Åh Back 0.5HT 1.5-1.65,Score at time of bet: 0 - 0,,2026-03-06 22:58:02,2026-03-06 22:58:02,2026-03-06 23:16:31,
23:00 JSD Jijel v Mo Bejaia\First Half Goals 0.5\Over 0.5 Goals,Over 0.5 Goals,639084019230462843,BACK,Åí30.00,Åí0.00,1.5,SETTLED,-Åí30.00, MV13.01 ÅgLTD9Åh Back 0.5HT 1.5-1.65,Score at time of bet: 0 - 0,,2026-03-06 22:58:06,2026-03-06 22:58:06,2026-03-06 23:49:41,
23:00 WA Mostaganem v ESM Kolea\First Half Goals 0.5\Over 0.5 Goals,Over 0.5 Goals,639084019230462844,BACK,Åí90.00,Åí0.00,1.7,SETTLED,Åí63.00, MV13.01 ÅgLTD9Åh Back 0.5HT 1.7-1.8,Score at time of bet: 0 - 0,,2026-03-06 23:02:56,2026-03-06 23:02:56,2026-03-06 23:06:21,
23:00 IB Khemis El Khechna v JS Bordj Menaiel\First Half Goals 0.5\Over 0.5 Goals,Over 0.5 Goals,639084019230462845,BACK,Åí90.00,Åí0.00,1.71,SETTLED,Åí63.90, MV13.01 ÅgLTD9Åh Back 0.5HT 1.7-1.8,Score at time of bet: 0 - 0,,2026-03-06 23:06:33,2026-03-06 23:06:33,2026-03-06 23:16:31,
23:00 Jamshedpur FC v Inter Kashi\First Half Goals 0.5\Over 0.5 Goals,Over 0.5 Goals,639084019230462846,BACK,Åí30.00,Åí0.00,1.5,SETTLED,Åí15.00, MV13.01 ÅgLTD9Åh Back 0.5HT 1.5-1.65,,,2026-03-06 23:07:17,2026-03-06 23:07:17,2026-03-07 00:15:59,
23:00 Ilirija Extra-Lux v Jesenice\First Half Goals 0.5\Over 0.5 Goals,Over 0.5 Goals,639084019230462847,BACK,Åí30.00,Åí0.00,1.51,SETTLED,Åí15.30, MV13.01 ÅgLTD9Åh Back 0.5HT 1.5-1.65,,,2026-03-06 23:11:00,2026-03-06 23:11:00,2026-03-07 00:15:59,
23:00 MO Constantine v AS Khroub\First Half Goals 0.5\Over 0.5 Goals,Over 0.5 Goals,639084019230462848,BACK,Åí90.00,Åí0.00,1.71,SETTLED,Åí63.90, MV13.01 ÅgLTD9Åh Back 0.5HT 1.7-1.8,Score at time of bet: 0 - 0,,2026-03-06 23:12:23,2026-03-06 23:12:23,2026-03-06 23:40:58,
23:00 Opatija v Hrvace\First Half Goals 0.5\Over 0.5 Goals,Over 0.5 Goals,639084019230462849,BACK,Åí90.00,Åí0.00,1.73,SETTLED,-Åí90.00, MV13.01 ÅgLTD9Åh Back 0.5HT 1.7-1.8,Score at time of bet: 0 - 0,,2026-03-06 23:12:43,2026-03-06 23:12:43,2026-03-06 23:48:04,
23:00 JSD Jijel v Mo Bejaia\First Half Goals 0.5\Over 0.5 Goals,Over 0.5 Goals,639084019230462850,BACK,Åí90.00,Åí0.00,1.72,SETTLED,-Åí90.00, MV13.01 ÅgLTD9Åh Back 0.5HT 1.7-1.8,Score at time of bet: 0 - 0,,2026-03-06 23:13:15,2026-03-06 23:13:15,2026-03-06 23:49:41,
23:00 Kelantan United v Terengganu\First Half Goals 0.5\Over 0.5 Goals,Over 0.5 Goals,639084019230462851,BACK,Åí30.00,Åí0.00,1.53,SETTLED,-Åí30.00, MV13.01 ÅgLTD9Åh Back 0.5HT 1.5-1.65,Score at time of bet: 0 - 0,,2026-03-06 23:17:34,2026-03-06 23:17:34,2026-03-06 23:50:22,
23:00 Ilirija Extra-Lux v Jesenice\First Half Goals 0.5\Over 0.5 Goals,Over 0.5 Goals,639084019230462852,BACK,Åí90.00,Åí0.00,1.71,SETTLED,Åí63.90, MV13.01 ÅgLTD9Åh Back 0.5HT 1.7-1.8,,,2026-03-06 23:19:33,2026-03-06 23:19:33,2026-03-06 23:39:48,
23:00 Kelantan United v Terengganu\First Half Goals 0.5\Over 0.5 Goals,Over 0.5 Goals,639084019230462853,BACK,Åí90.00,Åí0.00,1.71,SETTLED,Åí63.90, MV13.01 ÅgLTD9Åh Back 0.5HT 1.7-1.8,Score at time of bet: 0 - 0,,2026-03-06 23:24:38,2026-03-06 23:24:38,2026-03-07 00:15:58,
